datetime,Bab el-Mandeb Strait,Balabac Strait,Bering Strait,Bohai Strait,Bosporus Strait,Cape of Good Hope,Dover Strait,Gibraltar Strait,Kerch Strait,Korea Strait,Lombok Strait,Luzon Strait,Magellan Strait,Makassar Strait,Malacca Strait,Mindoro Strait,Mona Passage,Ombai Strait,Oresund Strait,Panama Canal,Strait of Hormuz,Suez Canal,Sunda Strait,Taiwan Strait,Torres Strait,Tsugaru Strait,Windward Passage,Yucatan Channel,index_copy,Month
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-04,"Jan 04, 2019"
2019-01-11,2.607012102822654,0.27766133824989053,0.05972915784157524,2.7255630082721827,1.055666889178267,2.66315441882402,2.6920770358459842,2.7607136300530444,0.07667364683551754,2.6994301649903156,1.6853000239856757,3.1209365951559156,0.047730365844200894,2.2376586514006114,6.3968128314741,1.8058431642422759,0.2695844673175636,0.6248888627699067,0.09371118141469738,0.805958121938876,2.73628922557186,2.368875079228207,0.8725281654874476,4.971495424892818,0.19110804540667406,0.9533584949647592,0.22120168857949243,1.1210032682249982,2019-01-11,"Jan 11, 2019"
2019-01-18,2.061422953383734,0.342265842807734,0.054682217210440094,2.9721286036911514,1.0533041511053503,2.6056504986372446,2.7121420765978144,2.5305575456965834,0.10616820567751468,2.84777195466123,1.9909512210972917,2.8446540784249943,0.06650275817472008,2.0155369076776775,6.896673458454932,1.6187530544922255,0.25314682282147427,0.6698898408259863,0.10047393389833925,0.7976462034287339,3.252130400965406,2.020180325509217,0.7280405121014885,4.740677889245185,0.18733671615909392,1.088109815783202,0.3065353706435979,1.0154235349285534,2019-01-18,"Jan 18, 2019"
2019-01-25,1.9033391041584657,0.3774696459817316,0.0666107503862758,3.2108914660626424,1.2292252963313728,2.1632870685619228,2.68652490555069,2.463859579950266,0.12556803381126286,2.6451693192002756,2.07439123337247,3.7558458765104885,0.12108560734395922,2.5262707111756555,6.261797126175637,1.7194757604625788,0.17179390185900348,0.5730331193115645,0.16002417970857857,0.9093495904451501,2.7421996005318654,2.3496601723243526,0.9602242898351078,5.275555770677269,0.2169572971277647,0.9268417190398311,0.2701182681850536,1.0162295137002673,2019-01-25,"Jan 25, 2019"
2019-02-01,2.479132715381297,0.23615987615735978,0.14761820909005446,2.7921063171909886,1.2490090673806513,2.6307318842793,3.0195559320214955,3.04717105240772,0.08632688917724762,2.723621822061413,1.509555553718148,3.9644677625324656,0.11993928901228601,1.7229164193044058,6.6456357394976004,1.516492425431813,0.30446882802577246,0.5024775964914426,0.08998337811784748,0.8167616517210347,3.5009883282018643,2.12347194284964,0.8186111318815014,5.238054774554706,0.16523234686937496,0.9431883723652768,0.32741666265863617,0.8717835026325904,2019-02-01,"Feb 01, 2019"
2019-02-08,2.461572872843476,0.20825148386680034,0.08867879621601604,2.242749087271173,1.3015546805700502,2.404083238209791,2.8065722172853045,2.7409243214390417,0.061725214174627605,2.526545125176052,2.2394075941657343,4.009545245067589,0.07569447552625094,2.7793657287462272,6.700281525586461,2.060023973161373,0.23554380541638742,0.5820940188315026,0.1058720224999288,0.8980856670191059,2.7401361187065114,2.764654429523781,1.1292338003848035,4.637079879840928,0.1635605483290352,0.8316558741535971,0.30432586326752714,0.6929350982151757,2019-02-08,"Feb 08, 2019"
2019-02-15,2.574336608627789,0.24079044626284185,0.08282807599222784,2.40785771804557,1.2790242706171422,2.466184590548056,3.099824376711344,2.8995433935629102,0.07627622598762661,2.5738099404784527,2.05904525552465,4.168175227887301,0.05203926982350011,2.009782358932189,6.941794920350917,1.9158068125245786,0.2701111925337067,0.8218569506171276,0.08701106519825386,0.7183457507757832,2.757938985903921,2.3581199349451656,0.6131018578305162,4.444404529186609,0.13049303419797828,0.8408341284458541,0.29293671526553927,0.9230563319166103,2019-02-15,"Feb 15, 2019"
2019-02-22,2.3877773547860954,0.15515645595772545,0.03647629199394004,3.868132897280021,1.1216281247727724,2.593185382315404,3.10232296421337,2.933176638570369,0.089106671660143,2.3174063090597072,1.9551033320338955,3.4081675293654774,0.08339106846224674,2.3717311303985587,6.612850460226558,1.8730281545417355,0.32908061555854456,0.9531922192968327,0.11641108355610266,0.8158273977011058,2.6584400239174073,2.3357106673279717,0.8686599619873814,4.574823552283538,0.1597335079846558,0.7100189816193497,0.30471621098765045,0.9511775129235979,2019-02-22,"Feb 22, 2019"
2019-03-01,2.3909966722550897,0.2858900902340934,0.016403384744066805,4.342564099009809,1.3406315610581772,2.68290587202237,2.983444658399783,3.0181251849257795,0.07250151074838716,2.600334380507483,2.57401115076772,3.5412433869972597,0.060961890169853886,2.8346510912407443,6.220016981822241,1.6363584400625615,0.21289546988819033,0.4635238370372015,0.10721909135443608,0.8301739031275527,3.22356677970391,2.318115487348876,0.8683056624648378,4.834359324512514,0.19938534090427748,0.8681128419758949,0.29744727495354645,0.9320021287389633,2019-03-01,"Mar 01, 2019"
2019-03-08,2.2300305114845673,0.28187703727220026,0.05742148573164513,3.6424526945192466,1.2726328151513044,2.4758551176012213,3.0967452014731998,2.8589945060901476,0.09695827440776723,2.4404492569079257,2.049867059533936,3.045454031756497,0.04826587666113035,2.4995159094218313,6.712682207526848,2.08403107348433,0.2855265959853151,0.5030114209097318,0.08999150489173768,0.8195295438669733,2.6707620174175344,2.48901250394522,0.6764101223429401,5.005176366492932,0.16922915781751335,0.7626907642419578,0.2568189010823667,0.9644273423087404,2019-03-08,"Mar 08, 2019"
